ROLL_NO,REGISTRATION_NUMBER,GENDER,STRATUM,SCHOOL_NAT,SCHOOL_TYPE,DSBDA,CC,AI,WT,EM-3,ACADEMIC_PROGRAM,TOTAL_MARKS
218,SB11201220006591,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,65,62,65,68,48,CIVIL ENGINEERING,308
219,SB11201220006596,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,73,64,64,72,52,INDUSTRIAL ENGINEERING,325
220,SB11201220006730,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,79,87,72,71,62,MECHANICAL ENGINEERING,371
221,SB11201220006810,F,Stratum 2,PUBLIC,ACADEMIC,64,57,46,61,54,INDUSTRIAL ENGINEERING,
222,SB11201220006902,M,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,69,62,66,67,55,MECHANICAL ENGINEERING,319
223,SB11201220007084,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,65,49,51,65,43,MECHANICAL ENGINEERING,273
224,SB11201220007105,F,Stratum 1,PUBLIC,ACADEMIC,69,70,66,67,70,ELECTRIC ENGINEERING,342
225,SB11201220007110,M,Stratum 3,PUBLIC,ACADEMIC,58,57,57,66,70,CIVIL ENGINEERING,308
226,SB11201220007138,M,Stratum 4,PRIVATE,ACADEMIC,55,41,46,46,49,INDUSTRIAL ENGINEERING,237
227,SB11201220007174,M,Stratum 4,PRIVATE,TECHNICAL/ACADEMIC,58,64,64,59,52,INDUSTRIAL ENGINEERING,297
228,SB11201220007184,M,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,84,70,72,79,80,INDUSTRIAL ENGINEERING,385
229,SB11201220007219,F,Stratum 5,PRIVATE,ACADEMIC,66,66,74,61,67,INDUSTRIAL ENGINEERING,334
230,SB11201220007224,F,Stratum 5,PRIVATE,ACADEMIC,78,68,72,81,78,CHEMICAL ENGINEERING,377
231,SB11201220007282,M,Stratum 4,PRIVATE,ACADEMIC,80,57,60,74,60,MECHATRONICS ENGINEERING,331
232,SB11201220007304,M,Stratum 3,PRIVATE,ACADEMIC,74,64,53,58,63,INDUSTRIAL ENGINEERING,312
233,SB11201220007315,M,Stratum 4,PRIVATE,ACADEMIC,70,62,59,64,59,INDUSTRIAL ENGINEERING,314
234,SB11201220007338,F,Stratum 4,PRIVATE,ACADEMIC,64,69,65,75,67,INDUSTRIAL ENGINEERING,340
235,SB11201220007342,F,Stratum 4,PRIVATE,ACADEMIC,72,74,68,70,59,INDUSTRIAL ENGINEERING,343
236,SB11201220007357,F,Stratum 4,PRIVATE,ACADEMIC,71,70,59,72,71,INDUSTRIAL ENGINEERING,343
237,SB11201220007361,F,Stratum 4,PRIVATE,ACADEMIC,56,55,53,61,54,CIVIL ENGINEERING,279
238,SB11201220007379,F,Stratum 4,PRIVATE,ACADEMIC,68,64,74,80,80,INDUSTRIAL ENGINEERING,366
239,SB11201220007387,M,Stratum 5,PRIVATE,ACADEMIC,93,70,66,82,85,ELECTRONIC ENGINEERING,396
240,SB11201220007410,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,62,52,59,66,54,INDUSTRIAL ENGINEERING,293
241,SB11201220007446,M,Stratum 4,PRIVATE,ACADEMIC,80,62,72,79,62,CIVIL ENGINEERING,
242,SB11201220007469,M,Stratum 3,PRIVATE,ACADEMIC,74,64,57,70,68,CIVIL ENGINEERING,333
243,SB11201220007478,M,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,72,76,69,70,76,CIVIL ENGINEERING,363
244,SB11201220007549,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,51,52,57,58,52,CIVIL ENGINEERING,270
245,SB11201220007579,M,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,85,87,82,82,82,CIVIL ENGINEERING,418
246,SB11201220007619,F,Stratum 5,PUBLIC,TECHNICAL/ACADEMIC,70,62,64,72,73,INDUSTRIAL ENGINEERING,341
247,SB11201220007644,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,68,58,58,71,53,INDUSTRIAL ENGINEERING,308
248,SB11201220007685,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,64,56,59,64,64,INDUSTRIAL ENGINEERING,307
249,SB11201220007694,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,54,62,53,61,54,INDUSTRIAL ENGINEERING,284
250,SB11201220007758,F,Stratum 4,PRIVATE,ACADEMIC,53,60,60,65,60,CIVIL ENGINEERING,298
251,SB11201220007806,F,Stratum 4,PRIVATE,ACADEMIC,64,62,60,62,78,INDUSTRIAL ENGINEERING,326
252,SB11201220007809,M,Stratum 4,PRIVATE,ACADEMIC,74,64,61,68,71,CIVIL ENGINEERING,338
253,SB11201220007823,F,Stratum 4,PRIVATE,ACADEMIC,74,68,66,75,64,CIVIL ENGINEERING,347
254,SB11201220007831,F,Stratum 4,PRIVATE,ACADEMIC,85,79,66,77,62,INDUSTRIAL ENGINEERING,369
255,SB11201220007861,M,Stratum 4,PRIVATE,ACADEMIC,59,49,53,53,54,INDUSTRIAL ENGINEERING,268
256,SB11201220007866,M,Stratum 4,PRIVATE,ACADEMIC,59,64,65,65,64,CIVIL ENGINEERING,317
257,SB11201220007871,M,Stratum 4,PRIVATE,ACADEMIC,62,77,64,66,85,MECHANICAL ENGINEERING,354
258,SB11201220007872,M,Stratum 4,PRIVATE,ACADEMIC,86,85,72,81,90,MECHANICAL ENGINEERING,
259,SB11201220008087,M,Stratum 6,PRIVATE,ACADEMIC,100,79,76,92,76,INDUSTRIAL ENGINEERING,423
260,SB11201220008117,M,Stratum 4,PRIVATE,ACADEMIC,85,70,64,77,82,MECHANICAL ENGINEERING,378
261,SB11201220008139,M,Stratum 1,PUBLIC,ACADEMIC,57,49,53,51,54,CIVIL ENGINEERING,264
262,SB11201220008262,F,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,58,56,51,62,48,INDUSTRIAL ENGINEERING,275
263,SB11201220008267,F,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,62,62,71,71,65,INDUSTRIAL ENGINEERING,331
264,SB11201220008287,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,70,74,66,64,70,INDUSTRIAL ENGINEERING,344
265,SB11201220008299,F,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,62,69,59,60,62,INDUSTRIAL ENGINEERING,312
266,SB11201220008360,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,77,70,64,70,80,INDUSTRIAL ENGINEERING,361
267,SB11201220008373,F,Stratum 4,PRIVATE,TECHNICAL/ACADEMIC,75,59,59,85,52,INDUSTRIAL ENGINEERING,330
268,SB11201220008375,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,64,55,45,55,62,CIVIL ENGINEERING,281
269,SB11201220008387,M,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,66,67,66,67,62,CIVIL ENGINEERING,328
270,SB11201220008430,M,Stratum 1,PRIVATE,ACADEMIC,52,59,52,59,46,CIVIL ENGINEERING,268
271,SB11201220008487,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,59,70,55,64,55,INDUSTRIAL ENGINEERING,303
272,SB11201220008517,M,Stratum 6,PRIVATE,ACADEMIC,76,70,71,83,90,MECHANICAL ENGINEERING,390
273,SB11201220008642,F,Stratum 4,PRIVATE,ACADEMIC,66,67,68,64,75,INDUSTRIAL ENGINEERING,340
274,SB11201220008817,M,Stratum 3,PRIVATE,ACADEMIC,67,54,53,71,78,CIVIL ENGINEERING,323
275,SB11201220008948,M,Stratum 4,PRIVATE,ACADEMIC,70,64,68,71,73,INDUSTRIAL ENGINEERING,346
276,SB11201220009007,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,53,57,52,53,53,INDUSTRIAL ENGINEERING,
277,SB11201220009117,M,Stratum 5,PRIVATE,ACADEMIC,84,74,76,77,70,INDUSTRIAL ENGINEERING,381
278,SB11201220009124,M,Stratum 4,PRIVATE,ACADEMIC,64,64,68,80,75,CIVIL ENGINEERING,351
279,SB11201220009433,M,Stratum 2,PRIVATE,ACADEMIC,51,41,44,48,54,INDUSTRIAL ENGINEERING,238
280,SB11201220009448,M,Stratum 4,PRIVATE,ACADEMIC,61,46,50,53,50,MECHANICAL ENGINEERING,260
281,SB11201220009615,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,57,48,52,65,40,CIVIL ENGINEERING,262
282,SB11201220009692,M,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,65,57,64,61,67,INDUSTRIAL ENGINEERING,314
283,SB11201220009698,M,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,72,68,100,100,78,CIVIL ENGINEERING,418
284,SB11201220009725,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,49,48,48,53,49,INDUSTRIAL ENGINEERING,247
285,SB11201220010052,F,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,56,58,51,60,48,INDUSTRIAL ENGINEERING,273
286,SB11201220010057,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,62,52,57,58,42,CIVIL ENGINEERING,271
287,SB11201220010060,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,54,45,44,59,62,CIVIL ENGINEERING,264
288,SB11201220011091,M,Stratum 3,PRIVATE,ACADEMIC,64,58,55,61,70,CIVIL ENGINEERING,308
289,SB11201220011159,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,60,49,43,47,54,MECHANICAL ENGINEERING,253
290,SB11201220011252,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,62,77,69,75,43,CIVIL ENGINEERING,326
291,SB11201220011325,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,62,59,66,63,49,CIVIL ENGINEERING,299
292,SB11201220011350,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,58,56,57,58,52,INDUSTRIAL ENGINEERING,281
293,SB11201220011370,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,53,56,55,53,52,CIVIL ENGINEERING,269
294,SB11201220011400,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,62,55,64,52,54,CIVIL ENGINEERING,287
295,SB11201220011448,F,Stratum 2,PUBLIC,ACADEMIC,55,46,53,50,50,INDUSTRIAL ENGINEERING,254
296,SB11201220011471,F,Stratum 2,PUBLIC,ACADEMIC,85,74,71,77,75,CIVIL ENGINEERING,382
297,SB11201220011637,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,72,62,58,64,60,CIVIL ENGINEERING,316
298,SB11201220011660,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,60,55,66,66,43,INDUSTRIAL ENGINEERING,290
299,SB11201220011679,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,57,70,66,65,55,INDUSTRIAL ENGINEERING,313
300,SB11201220011796,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,64,67,69,70,50,TRANSPORTATION AND ROAD ENGINEERING,320
301,SB11201220011803,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,67,50,55,65,57,MECHATRONICS ENGINEERING,294
302,SB11201220011957,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,74,77,71,81,55,CIVIL ENGINEERING,358
303,SB11201220012277,F,Stratum 4,PRIVATE,ACADEMIC,69,74,71,68,49,CIVIL ENGINEERING,331
304,SB11201220012296,M,Stratum 3,PRIVATE,ACADEMIC,65,51,56,61,54,MECHANICAL ENGINEERING,287
305,SB11201220012601,F,Stratum 2,PUBLIC,ACADEMIC,55,54,53,55,50,INDUSTRIAL ENGINEERING,267
306,SB11201220012648,F,Stratum 3,PRIVATE,ACADEMIC,50,52,53,51,58,CIVIL ENGINEERING,264
307,SB11201220012737,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,58,60,59,58,50,CIVIL ENGINEERING,285
308,SB11201220012789,M,Stratum 1,PUBLIC,ACADEMIC,65,67,74,61,42,MECHANICAL ENGINEERING,309
309,SB11201220012838,M,Stratum 1,PUBLIC,ACADEMIC,47,51,50,48,45,INDUSTRIAL ENGINEERING,241
310,SB11201220012853,F,Stratum 1,PUBLIC,ACADEMIC,65,68,66,68,58,INDUSTRIAL ENGINEERING,325
311,SB11201220012894,M,Stratum 5,PRIVATE,ACADEMIC,67,62,64,66,62,ELECTRONIC ENGINEERING,321
312,SB11201220013148,F,Stratum 4,PRIVATE,ACADEMIC,66,64,61,58,64,INDUSTRIAL ENGINEERING,313
313,SB11201220013259,M,Stratum 4,PRIVATE,ACADEMIC,70,62,58,72,58,CIVIL ENGINEERING,320
314,SB11201220013615,F,Stratum 2,PRIVATE,TECHNICAL/ACADEMIC,53,39,42,61,65,INDUSTRIAL ENGINEERING,260
315,SB11201220013620,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,47,67,68,58,65,INDUSTRIAL ENGINEERING,305
316,SB11201220013635,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,61,51,57,59,60,INDUSTRIAL ENGINEERING,288
317,SB11201220013685,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,62,50,52,59,54,INDUSTRIAL ENGINEERING,277
318,SB11201220013688,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,55,60,64,58,46,INDUSTRIAL ENGINEERING,283
319,SB11201220013689,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,83,87,71,87,90,INDUSTRIAL ENGINEERING,418
320,SB11201220013693,M,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,70,72,62,71,64,ELECTRIC ENGINEERING,339
321,SB11201220013697,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,66,64,64,74,60,MECHANICAL ENGINEERING,328
322,SB11201220013725,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,56,50,50,65,58,INDUSTRIAL ENGINEERING,279
323,SB11201220013766,M,Stratum 4,PRIVATE,ACADEMIC,75,74,68,59,53,CIVIL ENGINEERING,329
324,SB11201220013769,M,Stratum 4,PRIVATE,ACADEMIC,68,70,64,71,78,MECHANICAL ENGINEERING,351
325,SB11201220013770,M,Stratum 3,PRIVATE,ACADEMIC,70,64,57,61,53,CIVIL ENGINEERING,305
326,SB11201220013778,M,Stratum 3,PRIVATE,ACADEMIC,82,77,71,91,80,ELECTRONIC ENGINEERING,401
327,SB11201220013887,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,72,68,66,61,57,ELECTRONIC ENGINEERING,324
328,SB11201220013888,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,51,35,37,43,54,ELECTRIC ENGINEERING,220
329,SB11201220013893,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,51,46,37,43,42,ELECTRONIC ENGINEERING,219
330,SB11201220013904,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,38,39,46,42,38,INDUSTRIAL ENGINEERING,203
331,SB11201220013918,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,66,47,55,62,67,ELECTRONIC ENGINEERING,297
332,SB11201220014023,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,55,59,53,59,49,INDUSTRIAL ENGINEERING,275
333,SB11201220014178,F,Stratum 4,PRIVATE,ACADEMIC,93,79,74,92,80,INDUSTRIAL ENGINEERING,418
334,SB11201220014180,M,Stratum 2,PRIVATE,ACADEMIC,75,74,62,77,64,CIVIL ENGINEERING,352
335,SB11201220014182,M,Stratum 4,PRIVATE,ACADEMIC,75,62,61,66,65,MECHANICAL ENGINEERING,329
336,SB11201220014213,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,64,74,66,65,82,INDUSTRIAL ENGINEERING,351
337,SB11201220014244,M,Stratum 2,PRIVATE,ACADEMIC,65,68,62,78,62,MECHANICAL ENGINEERING,335
338,SB11201220014321,F,Stratum 4,PRIVATE,TECHNICAL/ACADEMIC,62,71,64,66,52,INDUSTRIAL ENGINEERING,315
339,SB11201220014331,M,Stratum 2,PRIVATE,TECHNICAL/ACADEMIC,60,59,61,65,62,MECHANICAL ENGINEERING,307
340,SB11201220014334,F,Stratum 4,PRIVATE,TECHNICAL/ACADEMIC,55,52,52,53,49,INDUSTRIAL ENGINEERING,261
341,SB11201220014407,M,Stratum 4,PRIVATE,ACADEMIC,59,36,38,56,49,CIVIL ENGINEERING,238
342,SB11201220014587,F,Stratum 2,PRIVATE,ACADEMIC,49,57,57,52,55,INDUSTRIAL ENGINEERING,270
343,SB11201220014617,M,Stratum 4,PRIVATE,ACADEMIC,66,64,69,65,48,ELECTRONIC ENGINEERING,312
344,SB11201220014618,M,Stratum 2,PRIVATE,ACADEMIC,62,79,69,65,78,INDUSTRIAL ENGINEERING,353
345,SB11201220014632,M,Stratum 3,PRIVATE,ACADEMIC,48,53,47,56,53,INDUSTRIAL ENGINEERING,257
346,SB11201220014778,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,52,62,64,59,65,INDUSTRIAL ENGINEERING,302
347,SB11201220014807,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,66,57,69,65,58,CIVIL ENGINEERING,315
348,SB11201220014852,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,42,43,47,48,45,INDUSTRIAL ENGINEERING,225
349,SB11201220014859,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,64,66,69,71,54,INDUSTRIAL ENGINEERING,324
350,SB11201220014982,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,74,64,64,74,78,ELECTRIC ENGINEERING,354
351,SB11201220014987,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,62,66,74,65,67,CIVIL ENGINEERING,334
352,SB11201220014993,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,70,67,57,55,62,ELECTRIC ENGINEERING,311
353,SB11201220015155,M,Stratum 2,PUBLIC,ACADEMIC,35,58,57,44,46,ELECTRONIC ENGINEERING,240
354,SB11201220015259,M,Stratum 2,PRIVATE,TECHNICAL/ACADEMIC,87,68,62,78,68,MECHANICAL ENGINEERING,363
355,SB11201220015339,M,Stratum 2,PRIVATE,ACADEMIC,55,68,81,61,71,INDUSTRIAL ENGINEERING,336
356,SB11201220015375,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,55,54,52,50,48,ELECTRONIC ENGINEERING,259
357,SB11201220015391,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,56,67,69,59,50,INDUSTRIAL ENGINEERING,301
358,SB11201220015428,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,65,64,50,61,59,CIVIL ENGINEERING,299
359,SB11201220015753,F,Stratum 1,PUBLIC,TECHNICAL,96,59,69,91,64,INDUSTRIAL ENGINEERING,379
360,SB11201220015895,M,Stratum 2,PUBLIC,TECHNICAL,69,49,48,77,68,MECHANICAL ENGINEERING,311
361,SB11201220015900,F,Stratum 3,PUBLIC,ACADEMIC,65,64,65,71,68,CIVIL ENGINEERING,333
362,SB11201220016012,F,Stratum 2,PRIVATE,ACADEMIC,53,54,50,61,57,MECHATRONICS ENGINEERING,275
363,SB11201220016117,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,53,85,66,65,68,INDUSTRIAL ENGINEERING,337
364,SB11201220016141,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,59,57,64,61,57,INDUSTRIAL ENGINEERING,298
365,SB11201220016156,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,58,49,50,56,50,CIVIL ENGINEERING,263
366,SB11201220016361,M,Stratum 2,PUBLIC,TECHNICAL,62,51,57,61,52,INDUSTRIAL ENGINEERING,283
367,SB11201220016373,M,Stratum 2,PUBLIC,TECHNICAL,65,57,62,61,48,CIVIL ENGINEERING,293
368,SB11201220016576,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,49,43,50,51,45,INDUSTRIAL ENGINEERING,238
369,SB11201220016867,F,Stratum 3,PUBLIC,ACADEMIC,51,54,50,51,60,CIVIL ENGINEERING,266
370,SB11201220017080,M,Stratum 2,PUBLIC,TECHNICAL,68,52,61,71,55,CIVIL ENGINEERING,307
371,SB11201220017137,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,71,56,56,72,53,TRANSPORTATION AND ROAD ENGINEERING,308
372,SB11201220017162,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,50,59,55,50,59,ELECTRIC ENGINEERING,273
373,SB11201220017249,F,Stratum 2,PRIVATE,TECHNICAL,59,62,68,62,52,INDUSTRIAL ENGINEERING,303
374,SB11201220017260,F,Stratum 2,PRIVATE,TECHNICAL,53,58,57,54,46,CIVIL ENGINEERING,268
375,SB11201220017290,F,Stratum 4,PRIVATE,ACADEMIC,83,100,77,80,75,INDUSTRIAL ENGINEERING,415
376,SB11201220017305,M,Stratum 4,PRIVATE,ACADEMIC,55,50,55,46,60,MECHANICAL ENGINEERING,266
377,SB11201220017335,M,Stratum 4,PRIVATE,ACADEMIC,75,70,66,67,82,INDUSTRIAL ENGINEERING,360
378,SB11201220017339,M,Stratum 2,PRIVATE,ACADEMIC,100,79,77,79,73,MECHANICAL ENGINEERING,408
379,SB11201220017348,M,Stratum 4,PRIVATE,ACADEMIC,79,87,81,80,78,CIVIL ENGINEERING,405
380,SB11201220017460,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,60,52,53,55,42,CIVIL ENGINEERING,262
381,SB11201220017463,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,60,64,59,68,58,INDUSTRIAL ENGINEERING,309
382,SB11201220017465,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,77,62,61,74,53,INDUSTRIAL ENGINEERING,327
383,SB11201220017468,F,Stratum 4,PRIVATE,ACADEMIC,61,67,60,52,75,INDUSTRIAL ENGINEERING,315
384,SB11201220017568,F,Stratum 3,PUBLIC,TECHNICAL,57,55,53,65,54,INDUSTRIAL ENGINEERING,284
385,SB11201220017589,F,Stratum 3,PUBLIC,TECHNICAL,60,58,59,62,57,INDUSTRIAL ENGINEERING,296
386,SB11201220017700,F,Stratum 2,PUBLIC,TECHNICAL,51,56,57,55,54,INDUSTRIAL ENGINEERING,273
387,SB11201220017759,F,Stratum 2,PRIVATE,TECHNICAL/ACADEMIC,68,58,66,65,59,CIVIL ENGINEERING,316
388,SB11201220017794,M,Stratum 4,PRIVATE,ACADEMIC,52,52,55,55,49,INDUSTRIAL ENGINEERING,263
389,SB11201220018070,M,Stratum 3,PUBLIC,TECHNICAL,79,64,72,72,62,MECHANICAL ENGINEERING,349
390,SB11201220018327,M,Stratum 1,PUBLIC,TECHNICAL,67,59,55,68,53,MECHANICAL ENGINEERING,302
391,SB11201220018473,M,Stratum 3,PUBLIC,TECHNICAL,74,64,59,82,54,CIVIL ENGINEERING,333
392,SB11201220018548,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,50,51,45,50,49,INDUSTRIAL ENGINEERING,245
393,SB11201220018698,F,Stratum 3,PRIVATE,ACADEMIC,62,62,72,72,71,INDUSTRIAL ENGINEERING,339
394,SB11201220018871,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,56,57,60,78,57,INDUSTRIAL ENGINEERING,308
395,SB11201220019097,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,50,54,49,66,64,INDUSTRIAL ENGINEERING,283
396,SB11201220019111,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,50,43,47,50,55,CIVIL ENGINEERING,245
397,SB11201220019260,M,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,62,57,48,45,50,INDUSTRIAL ENGINEERING,262
398,SB11201220019278,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,62,68,57,78,62,CIVIL ENGINEERING,327
399,SB11201220019483,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,53,52,52,50,48,INDUSTRIAL ENGINEERING,255
400,SB11201220020058,F,Stratum 2,PRIVATE,ACADEMIC,57,62,57,61,43,CIVIL ENGINEERING,280
401,SB11201220020069,F,Stratum 3,PRIVATE,ACADEMIC,69,55,55,62,48,INDUSTRIAL ENGINEERING,289
402,SB11201220020190,M,Stratum 2,PUBLIC,ACADEMIC,59,62,57,50,57,CIVIL ENGINEERING,285
403,SB11201220020291,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,59,62,59,62,52,INDUSTRIAL ENGINEERING,294
404,SB11201220020752,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,69,49,57,68,65,INDUSTRIAL ENGINEERING,308
405,SB11201220020770,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,69,66,69,70,63,CIVIL ENGINEERING,337
406,SB11201220020776,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,57,60,53,59,67,TOPOGRAPHIC ENGINEERY,296
407,SB11201220020894,M,Stratum 1,PUBLIC,TECHNICAL,68,74,57,72,52,INDUSTRIAL ENGINEERING,323
408,SB11201220020902,M,Stratum 2,PUBLIC,TECHNICAL,47,46,42,43,37,CIVIL ENGINEERING,215
409,SB11201220020926,F,Stratum 1,PUBLIC,TECHNICAL,51,56,52,57,54,CIVIL ENGINEERING,270
410,SB11201220020933,M,Stratum 2,PUBLIC,TECHNICAL,66,48,57,71,50,ELECTRIC ENGINEERING,292
411,SB11201220020947,M,Stratum 1,PUBLIC,TECHNICAL,45,51,48,51,34,INDUSTRIAL ENGINEERING,229
412,SB11201220020985,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,59,62,60,66,64,MECHANICAL ENGINEERING,311
413,SB11201220021050,M,Stratum 2,PUBLIC,TECHNICAL,38,41,46,47,43,CIVIL ENGINEERING,215
414,SB11201220021085,F,Stratum 1,PUBLIC,ACADEMIC,53,54,48,54,55,INDUSTRIAL ENGINEERING,264
415,SB11201220021310,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,72,70,72,69,73,INDUSTRIAL ENGINEERING,356
416,SB11201220021708,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,71,67,66,65,34,MECHANICAL ENGINEERING,303
417,SB11201220021877,M,Stratum 3,PUBLIC,ACADEMIC,55,59,57,55,50,CIVIL ENGINEERING,276
418,SB11201220021944,M,Stratum 2,PUBLIC,ACADEMIC,57,60,57,58,49,ELECTRONIC ENGINEERING,281
419,SB11201220021974,F,Stratum 3,PRIVATE,ACADEMIC,51,52,50,57,46,CIVIL ENGINEERING,256
420,SB11201220022295,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,77,72,66,81,62,CIVIL ENGINEERING,358
421,SB11201220022381,M,Stratum 3,PRIVATE,ACADEMIC,51,60,53,44,49,INDUSTRIAL ENGINEERING,257
422,SB11201220022714,F,Stratum 3,PRIVATE,ACADEMIC,73,87,68,72,78,CIVIL ENGINEERING,378
423,SB11201220023285,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,78,79,62,78,75,INDUSTRIAL ENGINEERING,372
424,SB11201220023474,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,57,62,66,60,64,INDUSTRIAL ENGINEERING,309
425,SB11201220023617,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,54,57,50,59,57,MECHANICAL ENGINEERING,277
426,SB11201220023951,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,66,70,68,65,64,INDUSTRIAL ENGINEERING,333
427,SB11201220024253,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,57,70,66,55,54,MECHANICAL ENGINEERING,302
428,SB11201220024291,M,Stratum 3,PRIVATE,ACADEMIC,61,64,68,68,57,INDUSTRIAL ENGINEERING,318
429,SB11201220024304,M,Stratum 2,PRIVATE,ACADEMIC,62,66,74,65,63,INDUSTRIAL ENGINEERING,330
